Supplier,Recipient,Ordered,Weapon model,Weapon category,Ordered year,Delivered year,Delivered num.,Comments,latS,longS,codeS,latR,longR,codeR
Brazil,Nigeria,3,EMB-314 Super Tucano,Trainer/combat ac,(2016),,,Second-hand | for use against rebel forces,-14.235004,-51.92528,BRA,9.081999,8.675277,NGA
Brazil,Pakistan,100,MAR-1,ARM,2008,2013-2017,(100),BRL111 m ($100-126 m) deal,-14.235004,-51.92528,BRA,30.375321,69.345116,PAK
Brazil,Paraguay,3,EMB-312 Tucano,Trainer aircraft,(2009),2010,3,Second-hand | exchanged for 4 EMB-326GB (Xavante) trainer aircraft and 1 Boeing-707 transport aircraft,-14.235004,-51.92528,BRA,-23.442503,-58.443832,PRY
Brazil,Philippines,6,EMB-314 Super Tucano,Trainer/combat ac,2017,,,PHP5 b ($100 m) deal | incl for combat role | delivery planned 2019,-14.235004,-51.92528,BRA,12.879721,121.774017,PHL
Brazil,Portugal,5,KC-390,Transport aircraft,(2017),,,Selected but not yet ordered by end-2018,-14.235004,-51.92528,BRA,39.399872,-8.224454,PRT
Brazil,United Kingdom,5,Phenom-100,Light transport ac,2016,2017-2018,(5),Part of MFTS programme | for UK company for training of UK armed forces in MFTS programme,-14.235004,-51.92528,BRA,55.378051,-3.435973,GBR
Brazil,Unknown recipient(s),(50),SMKB,Guided bomb,(2010),2013,(50),Recipient is South American country (possibly Ecuador or Peru),-14.235004,-51.92528,BRA,30.602278,-44.134617,ZZZ
Brazil,Uruguay,15,M-41B,Light tank,(2013),2018,15,Second-hand (deal incl 10 more for spare parts) | aid | M-41C version,-14.235004,-51.92528,BRA,-32.522779,-55.765835,URY
Brunei,Indonesia,2,Waspada,FAC,2010,2011,2,Second-hand | aid | for training,4.535277,114.727669,BRN,-0.789275,113.921327,IDN
Brunei,Malaysia,4,S-70/UH-60L,Helicopter,(2014),2016,4,Second-hand,4.535277,114.727669,BRN,4.210484,101.975766,MYS
Bulgaria,Angola,(18),D-20 152mm,Towed gun,(2014),2015,18,Second-hand,42.733883,25.48583,BGR,-11.202692,17.873887,AGO
Bulgaria,Angola,(31),MT-LB,APC,(2014),2014-2015,31,Possibly second-hand,42.733883,25.48583,BGR,-11.202692,17.873887,AGO
Bulgaria,Angola,(27),D-30 122mm,Towed gun,(2015),2015-2017,27,Second-hand | possibly from Slovakia sold via Bulgaria | designation uncertain (reported as 122mm howitzer),42.733883,25.48583,BGR,-11.202692,17.873887,AGO
Bulgaria,Angola,8,BM-21 Grad 122mm,Self-propelled MRL,(2017),2017,8,Second-hand,42.733883,25.48583,BGR,-11.202692,17.873887,AGO
Bulgaria,Cambodia,4,BRDM-2,Reconnaissance AV,(2010),2010,4,Second-hand,42.733883,25.48583,BGR,12.565679,104.990963,KHM
Bulgaria,Cambodia,40,BTR-60PB,APC,(2010),2010,40,Second-hand,42.733883,25.48583,BGR,12.565679,104.990963,KHM
Bulgaria,Cote dIvoire,(3),Mi-24D/Mi-25,Combat helicopter,(2016),2017,3,Second-hand,42.733883,25.48583,BGR,7.539989,-5.54708,CIV
Bulgaria,Cote dIvoire,2,An-26,Transport aircraft,2017,2018,2,Second-hand,42.733883,25.48583,BGR,7.539989,-5.54708,CIV
Bulgaria,DR Congo,(12),D-20 152mm,Towed gun,(2013),2013-2015,12,Second-hand,42.733883,25.48583,BGR,-4.038333,21.758664,COD
Bulgaria,Egypt,(2),MT-LB,APC,(2014),2014,2,Possibly second-hand,42.733883,25.48583,BGR,26.820553,30.802498,EGY
Bulgaria,Georgia,(12),D-30 122mm,Towed gun,(2011),2011,12,Probably Second-hand but possibly Second-hand sold via Bulgaria | designation uncertain (reported as 122mm howitzer),42.733883,25.48583,BGR,42.315407,43.356892,GEO
Bulgaria,Georgia,(5),T-72M1,Tank,(2013),2013,5,Second-hand,42.733883,25.48583,BGR,42.315407,43.356892,GEO
Bulgaria,Iraq,(400),2B11 120mm,Mortar,(2014),2014-2017,(400),Probably second-hand | designation uncertain (reported as 120mm mortar) | supplier could be Serbia (and delivered via Bulgaria),42.733883,25.48583,BGR,33.223191,43.679291,IRQ
Bulgaria,Iraq,18,D-20 152mm,Towed gun,2014,2014,18,Second-hand | aid,42.733883,25.48583,BGR,33.223191,43.679291,IRQ
Bulgaria,Iraq,(280),BMP-1,IFV,(2015),2015-2016,(280),Second-hand | possibly from Czech Republic,42.733883,25.48583,BGR,33.223191,43.679291,IRQ
Bulgaria,Lithuania,(36),2B11 120mm,Mortar,(2013),2014,36,Possibly second-hand | designation uncertain (reported as 120mm mortar),42.733883,25.48583,BGR,55.169438,23.881275,LTU
Bulgaria,Mali,(2),Mi-24D/Mi-25,Combat helicopter,(2011),2012,2,Second-hand,42.733883,25.48583,BGR,17.570692,-3.996166,MLI
Bulgaria,Mali,(30),BM-21 Grad 122mm,Self-propelled MRL,(2013),2013,30,Second-hand,42.733883,25.48583,BGR,17.570692,-3.996166,MLI
Bulgaria,Nigeria,10,BM-21 Grad 122mm,Self-propelled MRL,(2015),2015,10,,42.733883,25.48583,BGR,9.081999,8.675277,NGA
Bulgaria,Nigeria,(2),BTR-60PB,APC,2015,2015,2,,42.733883,25.48583,BGR,9.081999,8.675277,NGA
Bulgaria,Saudi Arabia,(2200),9M111 Fagot/AT-4,Anti-tank missile,2015,2015-2017,(2200),Possibly second-hand | probably for Saudi aid to Syrian rebels or Yemen,42.733883,25.48583,BGR,23.885942,45.079162,SAU
Bulgaria,Saudi Arabia,24,BTR-60P,APC,2016,2016-2017,24,Second-hand | designation uncertain (reported as BTR) | probably to be used by Saudi Arabia as aid to Syrian rebels or Yemen,42.733883,25.48583,BGR,23.885942,45.079162,SAU
Bulgaria,Senegal,(8),2B11 120mm,Mortar,(2014),2014,8,Possibly second-hand | designation uncertain (reported as 120mm mortar),42.733883,25.48583,BGR,14.497401,-14.452362,SEN
Bulgaria,Senegal,24,2B11 120mm,Mortar,(2015),2015,24,Probably second-hand | designation uncertain (reported as 120mm mortar),42.733883,25.48583,BGR,14.497401,-14.452362,SEN
Bulgaria,Tajikistan,(15),BM-21 Grad 122mm,Self-propelled MRL,(2013),2013,15,Second-hand,42.733883,25.48583,BGR,38.861034,71.276093,TJK
Bulgaria,Uganda,(3),L-39Z Albatros,Trainer/combat ac,2010,2012,(3),Second-hand but probably modernized in Ukraine | L-39ZA version,42.733883,25.48583,BGR,1.373333,32.290275,UGA
Bulgaria,Uganda,10,2B11 120mm,Mortar,2015,2015,10,Probably second-hand | designation uncertain (reported as 120mm mortar),42.733883,25.48583,BGR,1.373333,32.290275,UGA
Bulgaria,Uganda,(12),9M115 Metis/AT-7,Anti-tank missile,(2015),2016,12,9M115M version | possibly for evaluation,42.733883,25.48583,BGR,1.373333,32.290275,UGA
Bulgaria,United States,(610),9M111 Fagot/AT-4,Anti-tank missile,(2013),2014,610,Possibly second-hand | possibly for US aid to Syrian rebels or Iraq,42.733883,25.48583,BGR,37.09024,-95.712891,USA
Bulgaria,Unknown recipient(s),(3),L-39Z Albatros,Trainer/combat ac,(2011),2013,(3),Second-hand | L-39ZA version,42.733883,25.48583,BGR,30.602278,-44.134617,ZZZ
Canada,United States,615,Piranha-3,APC,2008,2009-2011,(615),$1.2 b deal | LAV-3 (LAV-25/Stryker) version | incl APC command post and mortar carrier versions,56.130366,-106.346771,CAN,37.09024,-95.712891,USA
Canada,United States,352,Piranha-3,APC,2009,2011-2012,(352),$647 m deal | LAV-3 (LAV-25/Stryker) version | incl APC command post and mortar carrier versions,56.130366,-106.346771,CAN,37.09024,-95.712891,USA
Canada,United States,103,Piranha-3,APC,2010,2012,103,$176 m deal | LAV-3 (LAV-25/Stryker) version,56.130366,-106.346771,CAN,37.09024,-95.712891,USA
Canada,United States,91,Piranha-3,APC,2010,2011-2012,(91),$143 m deal | LAV-3 (LAV-25/Stryker) version,56.130366,-106.346771,CAN,37.09024,-95.712891,USA
Canada,United States,292,Piranha-3,APC,2011,2012-2013,(292),LAV-3 (LAV-25/Stryker SDVH) version,56.130366,-106.346771,CAN,37.09024,-95.712891,USA
Canada,Afghanistan,(20),PT6,Turboprop/turboshaft,2013,2016,(20),For 20 EMB-314 trainer/combat aircraft from Brazil,56.130366,-106.346771,CAN,33.93911,67.709953,AFG
Canada,Afghanistan,(6),PT6,Turboprop/turboshaft,2017,2018,(6),For 6 EMB-314 trainer/combat aircraft from Brazil,56.130366,-106.346771,CAN,33.93911,67.709953,AFG
Canada,Afghanistan,(6),PT6,Turboprop/turboshaft,2017,2018,(6),For 6 EMB-314 trainer/combat aircraft from Brazil,56.130366,-106.346771,CAN,33.93911,67.709953,AFG
Canada,Angola,(6),PT6,Turboprop/turboshaft,2011,2013,(6),For 6 EMB-314 trainer/combat aircraft from Brazil,56.130366,-106.346771,CAN,-11.202692,17.873887,AGO
Canada,Angola,6,PW100,Turboprop/turboshaft,2018,,,For 3 C-295 MP aircraft from Spain,56.130366,-106.346771,CAN,-11.202692,17.873887,AGO
Canada,Argentina,8,DHC-6 Twin Otter,Transport aircraft,(2015),2017,(3),Argentinian DHC-6-100 rebuilt DHC-6-400 version,56.130366,-106.346771,CAN,-38.416097,-63.616672,ARG
Canada,Argentina,(12),PT6,Turboprop/turboshaft,2017,2017-2018,(8),For 12 PC-9 (T-6C+) trainer/combat aircraft from USA,56.130366,-106.346771,CAN,-38.416097,-63.616672,ARG
Canada,Australia,(49),PT6,Turboprop/turboshaft,(2015),2017-2018,(25),For 49 PC-21 trainer aircraft from Switzerland,56.130366,-106.346771,CAN,-25.274398,133.775136,AUS
Canada,Australia,3,Alpha Jet,Trainer/combat ac,2017,2017,3,Second-hand | 2-year lease | owned and operated by Canadian company for training of Australian armed forces,56.130366,-106.346771,CAN,-25.274398,133.775136,AUS
Canada,Bahrain,27,AGM-65 Maverick,ASM,2014,2016,27,Second-hand,56.130366,-106.346771,CAN,25.930414,50.637772,BHR
Canada,Bangladesh,2,PW100,Turboprop/turboshaft,2016,2017,2,For 1 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,23.684994,90.356331,BGD
Canada,Botswana,(5),PT6,Turboprop/turboshaft,2011,2013,(5),For 5 PC-7 trainer aircraft from Switzerland | PT-6A-25C version,56.130366,-106.346771,CAN,-22.328474,24.684866,BWA
Canada,Brazil,(99),PT6,Turboprop/turboshaft,(2001),2003-2012,(99),For 99 EMB-314 (ALX or A-29/AT-29) trainer/combat aircraft produced in Brazil | PT-6A-68B version,56.130366,-106.346771,CAN,-14.235004,-51.92528,BRA
Canada,Brazil,4,PW100,Turboprop/turboshaft,2014,2017,2,PW127 version for 2 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,-14.235004,-51.92528,BRA
Canada,Brazil,2,PW100,Turboprop/turboshaft,2018,,,PW127 version for 1 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,-14.235004,-51.92528,BRA
Canada,Burkina Faso,(3),PT6,Turboprop/turboshaft,(2010),2011,(3),For 3 EMB-314 trainer/combat aircraft from Brazil,56.130366,-106.346771,CAN,12.238333,-1.561593,BFA
Canada,Cambodia,(4),PW100,Turboprop/turboshaft,2012,2012,(4),PW127 version for 2 MA-60 transport aircraft from China,56.130366,-106.346771,CAN,12.565679,104.990963,KHM
Canada,Cameroon,4,PW100,Turboprop/turboshaft,2011,2013,(4),For 2 MA60 transport aircraft from China,56.130366,-106.346771,CAN,7.369722,12.354722,CMR
Canada,Chile,6,PW100,Turboprop/turboshaft,2007,2010-2011,6,PW127 version for 3 C-295 MP and ASW aircraft from Spain,56.130366,-106.346771,CAN,-35.675147,-71.542969,CHL
Canada,Chile,(12),PT6,Turboprop/turboshaft,2008,2009-2010,(12),For 12 EMB-314 trainer aircraft from Brazil,56.130366,-106.346771,CAN,-35.675147,-71.542969,CHL
Canada,Colombia,1,APS-504(V),MP aircraft radar,2009,2010,1,For 1 CN-235 MP aircraft from Spain | status uncertain,56.130366,-106.346771,CAN,4.570868,-74.297333,COL
Canada,Colombia,2,PW100,Turboprop/turboshaft,2012,2013,2,PW127 version for 1 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,4.570868,-74.297333,COL
Canada,Colombia,32,Piranha-3,APC,2013,2014,(32),$84 m deal | Stryker version | Colombian designation Gladiator,56.130366,-106.346771,CAN,4.570868,-74.297333,COL
Canada,Colombia,2,PW100,Turboprop/turboshaft,2013,2013,2,PW127 version for 1 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,4.570868,-74.297333,COL
Canada,Colombia,(12),Huron,APC,2014,2014,(12),For police,56.130366,-106.346771,CAN,4.570868,-74.297333,COL
Canada,Cote dIvoire,2,PW100,Turboprop/turboshaft,(2018),,,For 1 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,7.539989,-5.54708,CIV
Canada,Czechia,(8),PW100,Turboprop/turboshaft,2009,2011,(8),PW127 version for 4 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,49.817492,15.472962,CZE
Canada,Djibouti,2,PW100,Turboprop/turboshaft,2013,2014,2,PW127 version for 1 MA60 transport aircraft from China,56.130366,-106.346771,CAN,11.825138,42.590275,DJI
Canada,Dominican Republic,(8),PT6,Turboprop/turboshaft,2008,2009-2010,8,For 8 EMB-314 trainer/combat aircraft from Brazil,56.130366,-106.346771,CAN,18.735693,-70.162651,DOM
Canada,Ecuador,(18),PT6,Turboprop/turboshaft,2008,2010-2011,(18),For 18 EMB-314 trainer/combat aircraft from Brazil | PT-6A-68A version,56.130366,-106.346771,CAN,-1.831239,-78.183406,ECU
Canada,Ecuador,12,DA20,Light aircraft,2011,2012-2013,12,For training,56.130366,-106.346771,CAN,-1.831239,-78.183406,ECU
Canada,Ecuador,(6),PW100,Turboprop/turboshaft,(2012),2014,6,PW127 version for 3 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,-1.831239,-78.183406,ECU
Canada,Egypt,(6),PW100,Turboprop/turboshaft,2010,2011,(6),PW127 version for 3 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,26.820553,30.802498,EGY
Canada,Egypt,(10),Gurkha,APV,(2011),2012,(10),,56.130366,-106.346771,CAN,26.820553,30.802498,EGY
Canada,Egypt,(6),PW100,Turboprop/turboshaft,2012,2013,(6),PW127 version for 3 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,26.820553,30.802498,EGY
Canada,Egypt,(12),PW100,Turboprop/turboshaft,2013,2013-2014,(12),For 6 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,26.820553,30.802498,EGY
Canada,Egypt,(16),PW100,Turboprop/turboshaft,2014,2015-2016,(16),PW127 version for 8 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,26.820553,30.802498,EGY
Canada,Egypt,(8),PW100,Turboprop/turboshaft,2015,2016,(8),PW127 version for 4 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,26.820553,30.802498,EGY
Canada,Equatorial Guinea,(4),PW100,Turboprop/turboshaft,(2017),,,For 1 C295 transport aircraft and 1 C295MPA MP aircraft from Spain,56.130366,-106.346771,CAN,1.650801,10.267895,GNQ
Canada,Finland,2,PW100,Turboprop/turboshaft,2010,2011,2,PW127 version for 1 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,61.92411,25.748151,FIN
Canada,France,(17),PT6,Turboprop/turboshaft,2016,2018,(15),For 17 PC-21 trainer aircraft from Switzerland,56.130366,-106.346771,CAN,46.227638,2.213749,FRA
Canada,Germany,7,A-4M Skyhawk-2,FGA aircraft,2014,2015,7,Second-hand | A-4N version | owned and operated by Canadian company for 5 year training of FRG forces from 2015,56.130366,-106.346771,CAN,51.165691,10.451526,DEU
Canada,Germany,5,PT6,Turboprop/turboshaft,(2018),,,For 5 Heron-TP UAV/UCAV from Israel,56.130366,-106.346771,CAN,51.165691,10.451526,DEU
Canada,Ghana,(50),Typhoon,APC,(2011),2014,(50),Typhoon GSS-300 version,56.130366,-106.346771,CAN,7.946527,-1.023194,GHA
Canada,Ghana,2,PW100,Turboprop/turboshaft,2014,2016,2,PW127 version for 1 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,7.946527,-1.023194,GHA
Canada,Ghana,(5),PT6,Turboprop/turboshaft,2015,,,For 5 EMB-314 trainer/combat aircraft from Brazil,56.130366,-106.346771,CAN,7.946527,-1.023194,GHA
Canada,India,2,Global Express,AGS aircraft,(2011),2015,2,Part of $300 m deal | Global-5000 aircraft modified in Israel to AGS aircraft,56.130366,-106.346771,CAN,20.593684,78.96288,IND
Canada,India,(75),PT6,Turboprop/turboshaft,2012,2013-2015,(75),For 75 PC-7 trainer aircraft from Switzerland,56.130366,-106.346771,CAN,20.593684,78.96288,IND
Canada,India,(112),PW100,Turboprop/turboshaft,(2015),,,For 56 C295 transport aircraft from Spain,56.130366,-106.346771,CAN,20.593684,78.96288,IND
Canada,India,10,PT6,Turboprop/turboshaft,(2016),,,For 10 Heron-TP-XP UAV/UCAV from Israel,56.130366,-106.346771,CAN,20.593684,78.96288,IND
Canada,Indonesia,(8),PT6,Turboprop/turboshaft,(2005),2011-2012,(8),For 8 KT-1 trainer aircraft from South Korea | PT-6A-62A version,56.130366,-106.346771,CAN,-0.789275,113.921327,IDN
Canada,Indonesia,(8),PT6,Turboprop/turboshaft,2011,2012-2014,(8),For 8 EMB-314 trainer/combat aircraft from Brazil,56.130366,-106.346771,CAN,-0.789275,113.921327,IDN
Canada,Indonesia,(8),PT6,Turboprop/turboshaft,2012,2015-2016,(8),For 8 EMB-314 trainer/combat aircraft from Brazil,56.130366,-106.346771,CAN,-0.789275,113.921327,IDN
Canada,Indonesia,(18),PW100,Turboprop/turboshaft,2012,2012-2015,(18),PW127 version for 9 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,-0.789275,113.921327,IDN
Canada,Indonesia,3,PT6,Turboprop/turboshaft,2018,,,For 3 KT-1 trainer aircraft from South Korea | PT-6A-62A version,56.130366,-106.346771,CAN,-0.789275,113.921327,IDN
Canada,Iraq,15,PT6,Turboprop/turboshaft,2009,2009-2010,15,For 15 PC-9 (T-6A) trainer aircraft from USA,56.130366,-106.346771,CAN,33.223191,43.679291,IRQ
Canada,Israel,(10),PT6,Turboprop/turboshaft,(2006),2007-2011,(10),For Eitan (Heron-TP) UAV/UCAV produced in Israel,56.130366,-106.346771,CAN,31.046051,34.851612,ISR
Canada,Israel,(20),PT6,Turboprop/turboshaft,2008,2009-2010,(20),For 20 PC-9 (T-6A) trainer aircraft from USA,56.130366,-106.346771,CAN,31.046051,34.851612,ISR
Canada,Israel,1,PT6,Turboprop/turboshaft,(2011),2012,1,For 1 PC-9/T-6A trainer aircraft from USA,56.130366,-106.346771,CAN,31.046051,34.851612,ISR
Canada,Italy,8,PW100,Turboprop/turboshaft,2008,2016-2017,8,PW127M version for 4 ATR-72 MP aircraft produced in Italy,56.130366,-106.346771,CAN,41.87194,12.56738,ITA
Canada,Jordan,(8),PT6,Turboprop/turboshaft,2015,2017,(8),For 8 PC-21 trainer aircraft from Switzerland,56.130366,-106.346771,CAN,30.585164,36.238414,JOR
Canada,Jordan,4,PT6,Turboprop/turboshaft,2015,2016,4,For 4 AT-802U combat aircraft from USA,56.130366,-106.346771,CAN,30.585164,36.238414,JOR
Canada,Jordan,2,PT6,Turboprop/turboshaft,2016,2018,2,For 2 PC-21 trainer aircraft from Switzerland,56.130366,-106.346771,CAN,30.585164,36.238414,JOR
Canada,Jordan,2,PT6,Turboprop/turboshaft,2017,2018,2,For 2 PC-21 trainer aircraft from Switzerland,56.130366,-106.346771,CAN,30.585164,36.238414,JOR
Canada,Kazakhstan,(4),PW100,Turboprop/turboshaft,2012,2013,(4),PW127 version for 2 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,48.019573,66.923684,KAZ
Canada,Kazakhstan,(4),PW100,Turboprop/turboshaft,2013,2014,4,PW127 version for 2 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,48.019573,66.923684,KAZ
Canada,Kazakhstan,(4),PW100,Turboprop/turboshaft,2015,2016,(4),PW127 version for 2 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,48.019573,66.923684,KAZ
Canada,Kazakhstan,(4),PW100,Turboprop/turboshaft,2017,2017,(4),PW127 version for 2 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,48.019573,66.923684,KAZ
Canada,Laos,(4),PW100,Turboprop/turboshaft,(2010),2012,(4),PW127 version for 2 MA-60 transport aircraft from China,56.130366,-106.346771,CAN,19.85627,102.495496,LAO
Canada,Laos,(4),PW100,Turboprop/turboshaft,(2012),2013,(4),PW127 version for 2 MA-600 transport aircraft from China,56.130366,-106.346771,CAN,19.85627,102.495496,LAO
Canada,Lebanon,(8),PT6,Turboprop/turboshaft,2015,2017-2018,(8),For 6 EMB-314 trainer/combat aircraft from Brazil | incl 2 spare engines,56.130366,-106.346771,CAN,33.854721,35.862285,LBN
Canada,Malaysia,(5),PT6,Turboprop/turboshaft,(2013),2016,5,For 5 PC-7 trainer aircraft from Switzerland,56.130366,-106.346771,CAN,4.210484,101.975766,MYS
Canada,Mali,(4),PT6,Turboprop/turboshaft,2015,2018,4,For 4 EMB-314 trainer/combat aircraft from Brazil,56.130366,-106.346771,CAN,17.570692,-3.996166,MLI
Canada,Mali,2,PW100,Turboprop/turboshaft,2016,2016,2,For 1 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,17.570692,-3.996166,MLI
Canada,Mauritania,(4),PT6,Turboprop/turboshaft,2011,2012-2013,(4),For 4,56.130366,-106.346771,CAN,21.00789,-10.940835,MRT
Canada,Mexico,10,PW100,Turboprop/turboshaft,2009,2010-2011,10,PW127 version for 5 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,23.634501,-102.552784,MEX
Canada,Mexico,4,PW100,Turboprop/turboshaft,2010,2011,4,PW127 version for 2 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,23.634501,-102.552784,MEX
Canada,Mexico,(6),PT6,Turboprop/turboshaft,(2011),2012,(6),For 6 PC-9 (T-6C) trainer aircraft from USA,56.130366,-106.346771,CAN,23.634501,-102.552784,MEX
Canada,Mexico,2,PW100,Turboprop/turboshaft,2011,2011,2,PW127 version for 5 C-295 transport aircraft from Spain,56.130366,-106.346771,CAN,23.634501,-102.552784,MEX
Canada,Mexico,(6),PT6,Turboprop/turboshaft,(2013),2014,(6),For 6 PC-9 (T-6C) trainer aircraft from USA,56.130366,-106.346771,CAN,23.634501,-102.552784,MEX
Canada,Mexico,1,Challenger-600,Light transport ac,2014,2014,1,Challenger-605 version | incl for VIP transport,56.130366,-106.346771,CAN,23.634501,-102.552784,MEX
Canada,Mexico,(12),PT6,Turboprop/turboshaft,2014,2015-2016,(12),For 12 PC-9 (T-6C+) trainer aircraft from USA,56.130366,-106.346771,CAN,23.634501,-102.552784,MEX
Canada,Mexico,(2),PT6,Turboprop/turboshaft,2014,2014,(2),For 2 PC-9 (T-6C) trainer aircraft from USA,56.130366,-106.346771,CAN,23.634501,-102.552784,MEX
Canada,Mexico,(11),PT6,Turboprop/turboshaft,2014,2016-2018,(11),For 11 PC-9 (T-6C+) trainer aircraft from USA,56.130366,-106.346771,CAN,23.634501,-102.552784,MEX
Canada,Mexico,(24),PT6,Turboprop/turboshaft,2014,2016-2017,(24),For 24 PC-9 (T-6C+) trainer aircraft from USA,56.130366,-106.346771,CAN,23.634501,-102.552784,MEX
Canada,Mexico,(4),PW100,Turboprop/turboshaft,(2014),2015,(4),PW127 version for 2 C-295W transport aircraft from Spain,56.130366,-106.346771,CAN,23.634501,-102.552784,MEX
